psc,naics,description,0
5935,334417.0,"8504853472!BACKSHELL,ELECTRICA",1
7510,339940.0,"MIXED STORAGE; 2 BOX DRAWERS, 1 LAT FILE",1
7510,325992.0,"CARTRIDGE, TONER: ITEM NAME CARTRIDGE, TONER I.A.W. HEWLETT PACKARD P/N CC364A CARTRIDGE TYPE NEW (OEM GENUINE) SPECIAL FEATURES STANDARD YIELD CARTRIDGE FOR USE WITH HP LASERJET P4014, P4015, P4515 SERIES PRINTERS AND ALL OTHER PRINTERS TH",1
D302,518210.0,"THE PURPOSE OF MODIFICATION P00001 IS TO:  A. UPDATE SECTION B - PRICING SCHEDULE/PERIOD OF PERFORMANCE OF THIS TASK ORDER TO INCORPORATE ""B.2 LABOR CATEGORIES AND RATES."" PLEASE REFER TO ATTACHMENT 1. THIS SECTION INDICATES THE SPECIFIC LABOR CATEGORIES AND RATES PROPOSED FOR THE OPTIONAL LABOR HOUR CLINS (X0003 AND X0005).  B. THERE IS NO CHANGE TO THE AWARD CEILING PRICE. ADDITIONALLY, THE OBLIGATED FUNDING AMOUNT REMAINS UNCHANGED.  ALL OTHER TERMS AND CONDITIONS REMAIN UNCHANGED.",1
D318,541519.0,PERFORMANCE LOGIC ROUNDING CENTER FOR PATIENT AND EMPLOYEE ROUNDING-OPTION YEAR TWO RENEWAL (FUNDING OF OPTION),1
Z2AA,236220.0,EXERCISE OPTION YEAR III: 1/8/2023 TO 1/7/2024  INCORPORATE UPDATED FAR 52.222-55 BY REFERENCE AND REVISE SECTION III.N (6) SECURITY CLEARANCES TO INCLUDE FEE COLLECTION LANGUAGE IF A CONTRACTOR DOES NOT RETURN ITS PIV CARD.,1
7021,541519.0,SHEN - SERVER X:NOGRN,1
6625,334511.0,"DATA RECORDERS, COMPONENTS, TECHNICAL ENGINEERING SUPPORT, UPGRADES AND ENHANCEMENTS, AND REPAIR SERVICES FOR DATA RECORDERS FOR THE SUSTAINMENT OF AMPEX ADRS/GDRS FOR EDWARDS AIR FORCE BASE, OTHER DEPARTMENT OF DEFENSE (DOD) AGENCIES, NAVY AND NASA.",1
6120,335311.0,8509661746!POWER SUPPLY,1
DE01,541519.0,CISCO CSPE TECH REFRESH,1
6130,335999.0,8508514024!BATTERY POWER SUPPL,1
DH01,541519.0,THE PURPOSE OF THIS MODIFICATION IS TO EXERCISE OPTION PERIOD 1.,1
5680,423610.0,"4541874374!GLOVES, G-TEK (XL) BLACK MICRO-FOAM NITR",1
F003,115310.0,"IGF::OT::IGF COMPUTER AND PRINTER RENTALS FOR INCIDENT MANAGEMENT TEAM, AVIAN COMPLEX FIRE, FL-BCP-018031",1
J066,334516.0,GOVERNMENT SCIENTIFIC SOURCE INC:1108892 - ZOOM MAINTENANCE AGREEMENT,1
Z2AA,237990.0,YOKAHU TOWER & RIO SABANA MAINTENANCE REPAIRS PROJECT,1
7690,323117.0,"8505152553!SIGNS,REFLECTIVE",1
R425,541990.0,DEOBLIGATION OF FUNDS,1
D305,541511.0,"SOFTWARE MAINTENANCE, LICENSES, AND FIELD SERVICE REPRESENTATIVE",1
DA01,541519.0,ENTERPRISE INFRASTRUCTURE SOLUTIONS MANAGEMENT AND OPERATIONS SUPPORT BRIDGE CONTRACT - EXERCISE OPTION PERIOD 3,1
Z2AA,236220.0,"ROBINSON-MERHIGE US COURTHOUSE, 701 E. BROAD STREET, RICHMOND, VA 23219. CLOSEOUT AWARD AND ESTABLISH WARRANTY TO REMOVE SPRAYED ON INSULATION ON WALLS AND DOOR, REPLACE DAMAGED CEILING TILES, AND REPAIR AS NEEDED IN THE US MARSHALS CONFERENCE ROOM.",1
R606,561492.0,"TASK ORDER TO PROVIDE VERBATIM HEARING RECORDING SERVICES FOR 3,641 HEARINGS AND 364 CANCELLATIONS AT THE COLUMBUS, OHIO HEARING OFFICE, INCLUDING REMOTE AND SATELLITE OFFICES, ON COURT PROCEEDINGS ON DISABILITY APPEAL CASES.",1
Y1AZ,236220.0,MUNITIONS LIGHTNING PROTECTION SYSTEM,1
D319,334111.0,CMMS SUPPORT AND MAINTENANCE,1
6340,334290.0,"8510155889!SENSING ELEMENT,FIR",1
6515,334310.0,"PROCONNECTIONS PROMCS-1500 WITH MOUNTING BRACKETS, INSTALL, AND LABOR.",1
N063,561621.0,"JOHNSON CONTROLS SECURITY, LLC-ROBERT G. MCANDREWS",1
Z2AA,237110.0,"CONTRACT 47PF0017C0040, JEFFERSONVILLE SINKHOLE REPAIR, NATIONAL CENSUS PROCESSING CENTER, 1201 EAST 10TH STREET, JEFFERSONVILLE, INDIANA.  CHANGE ORDER ADDRESSES 3 SEPARATE PROJECT ISSUES:  FOUNDATION SUPPORT WORK TO ELIMINATE EXISTING PIER THAT INTERFERES WITH STORM LINE REPLACEMENT/LINING. REMOVE EXISTING PIER AND PATCH STORM PIPING AS REQUIRED TO COMPLETE SCOPE OF WORK AS ORIGINALLY BID.  INVESTIGATION, REPAIR, VALVE INSERTION AND RESTORATION WORK TO REPAIR WATER LEAK IN HYDRANT LINE THAT IS DRAINING IN",1
7030,541519.0,BOMGAR MAINTENANCE,1
5945,335314.0,8504993390!RELAY SUBASSEMBLY,1
Y1AA,236220.0,"DES MOINES FEDERAL COURTHOUSE, 101 LOCUST STREET, DES MOINES, IA. PS57 IS ISSUED TO FUND ITEMS SUCH AS  -GUN LOCKERS -HOLDING CELL FRONTS -TRANSACTION WINDOWS -DETENTION GRADE DOORS/FRAMES AND HARDWARE -DETENTION CEILINGS",1
Y1ND,237110.0,CALLOUT AGAINST BPA 75H71123A00082. CONTRACTOR SHALL FURNISH AND INSTALL AN AEROBIC WASTEWATER SYSTEM.,1
Y1HB,236220.0,"IGF::OT::IGF G:EPREF CONSTRUCTION,COMPLETE CONSTRUCTION OF GREENHOUSE TO INCLUDE EXCAVATION AND INSTALLATION OF CONCRETE FOUNDATION LOCATED AT WOODLAKE ENVIRONMENTAL, CUYAHOGA VALLEY NATIONAL PARK, MATERIALS USED TO COMPLETE THE NEW ROOF, P12*, 52.223-17 - AFFIRMATIVE PROCUREMENT OF EPA-DESIGNATED ITEMS IN SERVICE AND CONSTRUCTION CONTRACTS  THE PURPOSE OF THIS MODIFICATION IS THE FOLLOWING: 1. ISSUING A REVISED STATEMENT OF WORK FOR THE INSTALLATION OF A POWERED VENTILATION KIT 2. ADDITION OF FUNDING FOR T",1
DA01,541519.0,DATA HOSTING FOR VARIAN LINAC SOFTWARE (ECLIPSE/ARIA),1
R408,541618.0,NEW TASK ORDER ECM.,1
5680,423610.0,"4543776654!SWITCH, MAGNETIC, ELEC., P/N: SC-4-0 AC2",1
5905,334416.0,"8510483402!RESISTOR NETWORK,FI",1
7G22,334220.0,THE PURPOSE OF THIS MODIFICATION IS TO EXTEND THE PERIOD OF PERFORMANCE COMPLETION DATES OF THE PROGRAM MANAGEMENT REVIEW LINE ITEM AND THE PHASE 1 DEPOT LEVEL MAINTENANCE AND REPAIR TRAINING LINE ITEM.,1
D399,541513.0,THE PURPOSE OF THIS MOD IS TO EXERCISE OPTION THE PURPOSE OF THIS MOD IS TO INCREMENTALLY FUND OPTION PERIOD 1 FOR TWO MONTHS:  POP 3/1/2020-4/30/2020.   TAS: 70-0112,1
Z2EC,236220.0,INSTALL EYEWASH STATIONS CHANGE IN SCOPE,1
5680,423610.0,4542997580!3/4 IN ROYAL BRASS SHOWER SEAT,1
6150,334419.0,"8507682360!CABLE ASSEMBLY,SPEC",1
6640,334516.0,TUTTNAUER 3870 EAP AUTOMATIC BENCHTOP AUTOCLAVE,1
7B21,334111.0,PURE STORAGE,1
4310,334290.0,SCOTT SELF-CONTAINED BREATHING APPARATUS CYLINDER COMPRESSOR AND FILL STATION,1
6610,334511.0,"8507397685!INCLINOMETER,AIRCRA",1
Q999,541512.0,INMATE TELERADIOLOGY INTERPRETATION SERVICES FY-2023,1
6515,334516.0,GENMARK EPLEX ANALYZERS AND COVID-19 TEST KITS,1
